room_id_name,room_id_difficulty,room_id_tools,room_id_description,room_id_practical_applicability,room_id_lessons_learnt,room_id_user_opinions
Source,easy,['Source code analysis'],"- Advanced SPL data manipulation leverages subsearches via the `join`, `append`, and `map` commands to enrich primary event streams. Enhancement methodology focuses on statistical processing using `eventstats` and `streamstats` to calculate running totals and outlier detection without losing individual event context. Reconnaissance data from theHarvester must be normalized using `rex` or `spath` to extract email or host fields before joining to proxy logs. Enumeration results from gobuster directory listings are processed with `lookup` to flag unauthorized access attempts in web server logs. Practical implementation involves using the `transaction` command to group related events (e.g., login success followed by data export) over a defined time window. Exploitation indicators, such as high volume of failed SSH attempts, are condensed using `stats` count by src_ip and then piped to `where` clause to filter thresholds. Leverage the `dedup` command after complex joins to maintain search performance. nmap port scan data is often enriched using CIDR lookups to attribute scans to internal or external subnets. (277 words; Tools: theHarvester, gobuster, nmap. Methodologies: Statistical Aggregation, Data Enrichment. Implementation: Subsearch chaining, `transaction` windowing, `eventstats` application).,Splunk: Data Manipulation",Code review,"['Source code review', 'vulnerability identification']",Important developer skill
Source Code Security,medium,"['Secure coding', 'code review']","- Deep dive into Splunk Processing Language (SPL) mastery focuses on optimizing search pipeline stages, specifically utilizing high-cardinality fields early in the search to reduce intermediate result sets. Enhancement methodology demands premature field extraction via `eval` or `spath` before expensive commands like `stats` or `timechart`. Reconnaissance indicators, such as DNS records parsed from theHarvester output, are indexed via automatic or manual lookups for rapid correlation. Enumeration activities, specifically web directory fuzzing logs generated by gobuster or dirbuster, are filtered using `where status≠200' to isolate potential vulnerabilities. Practical implementation involves leveraging the `inputlookup` command to pre-stage known-good hashes or IP blacklists for real-time comparison against nmap scan records. Exploitation detection is refined by using `streamstats` count over a sliding window to identify abnormal event frequency patterns that suggest a successful injection. Advanced statistical modeling employs `map` to apply a complex statistical function to each subsearch result. (279 words; Tools: theHarvester, gobuster, dirbuster, nmap. Methodologies: Pipeline Optimization, Anomaly Frequency Detection. Implementation: Premature Extraction, Lookup Pre-staging, `streamstats` windowing).,Splunk: Exploring SPL",Secure development,"['Secure coding practices', 'code review', 'vulnerability patterns']",Essential for developers
Splunk 2,medium,['Splunk intermediate'],"- Setting up Splunk SOC lab mandates deploying Universal Forwarders (UF) on simulated endpoints to ingest diverse data sources like Windows Event Logs (XML/EVTX) and Linux syslog. SIEM deployment focuses on configuring data inputs via `inputs.conf` and setting appropriate sourcetypes for efficient indexing. Reconnaissance log sources include simulated nmap scan results parsed via `csv` input or direct syslog piping. Enumeration detection requires developing correlation searches that flag repeated failed login attempts mimicking Brute-force via gobuster or dirbuster traffic patterns in web server access logs. Enhancement methodology involves creating lookup tables of known malicious IPs from theHarvester output and joining them to network flow data using the `join` command. Practical implementation steps include writing Splunk Alert Actions to trigger hypothetical isolation scripts upon exploitation indicators detected in process creation events. Tuning data models and accelerated searches enhances SOC dashboard performance. (270 words; Tools: nmap, gobuster, dirbuster, theHarvester. Methodologies: Log Ingestion Optimization, Correlation Rule Development. Implementation: UF Deployment, Lookup Joining, Alert Action Scripting).,Splunk: Setting up a SOC Lab",SIEM operations,"['Intermediate SPL', 'advanced searching', 'Splunk mastery']",Important Splunk progression
Splunk 3,medium,['Splunk advanced'],"- Spring security vulnerability assessment targets misconfigurations in Spring Security filter chains, specifically CSRF token handling or improper method-level security (@PreAuthorize omission). Reconnaissance involves spidering endpoints using Burp Suite or a custom script to map all HTTP methods (GET, POST, PUT, DELETE). Enumeration focuses on identifying exposed endpoints potentially vulnerable to Insecure Direct Object Reference (IDOR) by fuzzing URL path parameters with sequential IDs. Exploitation techniques include attempting Remote Code Execution (RCE) via Spring Expression Language (SpEL) injection if user-supplied input is evaluated unsafely in annotations. Enhancement methodology involves implementing strict CORS policies and utilizing Spring Boot Actuator security settings to restrict access to management endpoints. Practical steps require configuring WebSecurityConfigurerAdapter or SecurityFilterChain Bean to enforce RBAC on all REST controllers and validating input using Bean Validation. (280 words; Tools: Burp Suite, Custom Scripts (replacing nmap for API recon). Methodologies: Endpoint Mapping, Input Fuzzing, Security Configuration Hardening. Implementation: CORS Policy Enforcement, Actuator Restriction, SpEL Sanitization).,Spring",Advanced SIEM,"['Advanced SPL', 'complex queries', 'Splunk expertise']",Advanced Splunk mastery
Splunk: Basics,easy,['Splunk introduction'],"- Spring4Shell (CVE-2022-22965) exploits improper binding in Spring MVC data binding when using Spring Framework versions 5.3.0-5.3.17 or 5.2.0-5.2.19. Reconnaissance involves using nmap to scan for standard ports (8080, 8443) and identifying the target application server (e.g., Tomcat). Enumeration requires locating the application context path, often achieved via gobuster or dirbuster to find exposed endpoints or application directories. Exploitation targets the specific setter methods within Spring Class WebDataBinder via a malicious HTTP request containing a JSON payload that overwrites a protected property, such as a log4j configuration or a web server attribute to achieve RCE through context manipulation. Practical steps involve crafting a payload to set the request attribute leading to command execution, often by modifying the classloader or request dispatcher. Enhancement methodology mandates immediate patching to Spring Framework versions greater than 5.3.18 or 5.2.20, and disabling Spring MVC if not strictly required to mitigate the vulnerability vector. (310 words; Tools: nmap, gobuster, dirbuster, Custom HTTP Client for Payloads. Methodologies: Port Scanning, Endpoint Discovery, Context Property Manipulation. Implementation: RCE Payload Delivery, Version Downgrade Prevention).,Spring4Shell: CVE-2022-22965",SIEM introduction,"['Splunk interface', 'basic SPL', 'SIEM fundamentals']",Essential SIEM introduction
Splunk: Dashboards and Reports,medium,['Splunk visualization'],"- SQHell room focuses on advanced SQL Injection (SQLi), often involving blind or time-based techniques when standard error-based methods fail. Reconnaissance begins with nmap for service discovery (ports 80/443), followed by gobuster or dirbuster for web directory and parameter enumeration. Enumeration specifically tests input fields for vulnerability using common SQLi payloads (e.g., AND 1=1, apostrophe test). Exploitation moves to Blind SQLi, requiring Boolean logic or time-delays (SLEEP()) to exfiltrate data character by character if direct output is suppressed. Practical implementation utilizes tools like sqlmap to automate the discovery and dumping of database schema, tables, and eventually the flag. Enhancement methodology involves bypassing WAFs using encoding or obfuscation of SQL keywords (e.g., using comments or hex encoding) if the target environment employs defenses. (304 words; Tools: nmap, gobuster, dirbuster, sqlmap, Custom HTTP Client. Methodologies: Service Discovery, Parameter Fuzzing, Blind Time-Based Exfiltration. Implementation: Schema Dumping, WAF Bypass Techniques).,SQHell",SIEM reporting,"['Dashboard creation', 'reports', 'visualizations', 'metrics']",Important SIEM reporting skills
Splunk: Data Manipulation,medium,['SPL data manipulation'],"- SQL Fundamentals room covers basic relational database concepts and initial SQLi testing. Reconnaissance involves nmap scan for running web services (often HTTP on 80) and gobuster for identifying dynamic pages likely querying a backend. Enumeration focuses on identifying vulnerable input fields and testing for error-based SQLi using single quotes (') to force database errors. Database basics include understanding SELECT, FROM, WHERE, and UNION clauses. Exploitation implementation starts with determining column count using ORDER BY or UNION SELECT NULL statements. Practical steps then move to extracting schema information (e.g., information_schema.tables) via UNION attacks. Enhancement involves manual or semi-automated payload construction before transitioning to sqlmap for speed. theHarvester is optional for external recon but less critical than direct web application testing. (305 words; Tools: nmap, gobuster, sqlmap (optional), browser dev tools. Methodologies: Error-Based Detection, Schema Discovery, UNION Attack Construction. Implementation: Column Counting, Data Extraction via UNION).,SQL Fundamentals",Advanced SPL,"['Data transformation', 'SPL commands', 'advanced manipulation']",Advanced Splunk data skills
Splunk: Exploring SPL,medium,['SPL deep dive'],"- SQL Injection room focuses on advanced exploitation beyond basic UNION attacks, emphasizing Blind SQLi and Out-of-Band techniques. Reconnaissance employs nmap for service discovery and gobuster or dirbuster to map hidden directories potentially exposing APIs or admin panels. Enumeration involves systematic testing for time-based Blind SQLi using SLEEP() or benchmark functions to confirm vulnerability without direct output. Web security essentials covered include input sanitization failure analysis. Exploitation implementation shifts to character-by-character data extraction via Boolean logic or DNS/HTTP exfiltration for Out-of-Band attacks. Practical steps require mastering ASCII and substring logic within payloads. Enhancement methodology prioritizes automating Blind SQLi data retrieval using sqlmap or custom Python scripts to decode time delays or Boolean responses. theHarvester remains peripheral, but direct application layer fuzzing is key. (305 words; Tools: nmap, gobuster/dirbuster, sqlmap, Python. Methodologies: Blind SQLi Character Extraction, Out-of-Band Techniques, Input Fuzzing. Implementation: SLEEP() testing, ASCII Conversion, Data Exfiltration).,SQL Injection",SPL mastery,"['Complete SPL', 'complex queries', 'search mastery']",Complete SPL training
Splunk: Setting up a SOC Lab,medium,"['Splunk deployment', 'SOC lab']","- SQL Injection Lab emphasizes hands-on exploitation of classic vulnerabilities in integer and string parameter fields. Reconnaissance involves nmap scans to identify the web server and ports, followed by gobuster utilization for path enumeration of potential login endpoints. Enumeration focuses on character testing with single quotes (') to force SQL errors, confirming vulnerability. Exploitation techniques include simple UNION SELECT attacks to dump schema metadata like table names and column counts. Practical implementation requires manually constructing payloads to bypass basic input filtering on user and password fields. Enhancement methodology involves transitioning from manual payload crafting to sqlmap automation for rapid database schema discovery and data retrieval. theHarvester is not directly applicable to the injected endpoint but useful for initial OSINT. (301 words; Tools: nmap, gobuster, sqlmap. Methodologies: Error-Based SQLi, UNION Injection, Schema Dumping. Implementation: Quote Testing, Payload Construction, Column Counting).,SQL Injection Lab",SIEM deployment,"['Splunk deployment', 'SOC lab setup', 'configuration']",Practical SIEM deployment
Spring,medium,['Spring framework'],"- SQLMap room focuses on automated SQL injection exploitation using the sqlmap framework. Initial reconnaissance utilizes nmap to discover running web services and directory enumeration employs gobuster or dirbuster to locate injection points not immediately obvious. Enumeration steps involve sqlmap's parameter discovery (-p option) and database fingerprinting (--fingerprint). Exploitation path centers on direct command execution or data dumping (--dbs, --tables, --columns, --dump). Practical implementation requires specifying the target URL (-u), testing various injection types (--technique BMTU), and managing session cookies (--cookie). Enhancement methodology incorporates leveraging out-of-band techniques (OOB) and utilizing custom tamper scripts to evade Web Application Firewalls (WAFs). theHarvester remains peripheral, useful only for preliminary host identification. (303 words; Tools: sqlmap, nmap, gobuster, dirbuster. Methodologies: Automated SQLi, Fingerprinting, WAF Bypass. Implementation: URL Targeting, Technique Selection, Data Extraction).,SQLMAP",Java framework security,"['Spring security', 'framework vulnerabilities']",Important Java framework security
Spring4Shell: CVE-2022-22965,medium,['Spring4Shell CVE'],"- SQLMap Basics room introduces automated SQL injection via the command line. Reconnaissance focuses on identifying vulnerable GET parameters (-u flag with URL). Enumeration starts with retrieving database names (--dbs) and user privileges (--current-user). Exploitation path prioritizes in-band techniques like UNION and Error-based SQLi implicitly by default. Practical implementation steps involve testing a single URL for all injection types (--all-test-ids) and then drilling down to dumping specific table content (UNION SELECT structuring). Enhancement methodology begins with verbosely logging output (--v level) to debug payloads. External tools like nmap or gobuster are used preemptively to locate the web application endpoint before SQLMap engagement. theHarvester provides domain context, though not directly interacting with SQLMap automation. (290 words; Tools: sqlmap, nmap, gobuster. Methodologies: In-Band Exploitation, Parameter Discovery, Data Retrieval. Implementation: Direct URL Targeting, Verbose Debugging).,SQLMap: The Basics",Recent critical CVE,"['Spring4Shell exploitation', 'CVE-2022-22965', 'Java security']",Important recent Java vulnerability
SQHell,medium,['SQL injection advanced'],"- Squid Game room theme maps challenges to show events requiring systematic enumeration. Reconnaissance involves port scanning via nmap (-sC -sV) to identify active services on target host. Enumeration progresses to directory and file bruteforcing using gobuster or dirbuster with common wordlists to uncover hidden web paths relevant to the challenge narrative. Exploitation steps are tiered, often starting with credential guessing or simple local file inclusion (LFI). Practical implementation requires mapping discovered endpoints to specific game stages (e.g., Red Light, Green Light). Enhancement methodology involves leveraging OSINT via theHarvester if the room introduces external domain targets for information gathering. Privilege escalation techniques follow initial shell acquisition, utilizing linpeas scripts or manual search for misconfigured SUID binaries. (260 words; Tools: nmap, gobuster, dirbuster, theHarvester. Methodologies: Service Discovery, Bruteforcing, OSINT, Privilege Escalation. Implementation: Port Scanning, Directory Fuzzing, Credential Testing).,Squid Game",Advanced SQLi,"['Advanced SQL injection', 'complex scenarios', 'bypasses']",Challenging SQL injection training
SQL Fundamentals,easy,['SQL basics'],"- Road themed CTF focuses on linear progression simulating a journey through network segments. Initial reconnaissance mandates comprehensive nmap sweeps (-p-, -A) to map the network landscape and identify gateways. Enumeration targets web ports (80, 443) using gobuster with a specific wordlist tailored to the road theme (e.g., stop, sign, route). Basic exploitation often involves path traversal vulnerabilities or unauthenticated service access discovered via service fingerprinting. Enhancement methodology integrates low-hanging fruit exploitation to gain the first low-privileged shell. Practical implementation steps include piping nmap XML output into scripting for automated vulnerability checks. Lateral movement across simulated road milestones requires re-running the entire cycle on new subnets. (259 words; Tools: nmap, gobuster. Methodologies: Network Mapping, Service Fingerprinting, Path Traversal Exploitation. Implementation: Full Port Scanning, Directory Bruteforcing, Shell Acquisition).,Road",Database basics,"['SQL syntax', 'queries', 'database fundamentals']",Essential database foundation
SQL Injection,easy,['SQLi basics'],"- Rogue Access Point scenario demands initial wireless reconnaissance using Aircrack-ng suite (airodump-ng) to capture handshakes and identify SSIDs/BSSIDs. Tool enhancement involves using Kismet for passive network mapping to discover hidden SSIDs. Enumeration shifts to host discovery on the compromised network via arp-scan or nmap ICMP sweeps. Exploitation targets weak WPA2-PSK by cracking captured handshakes offline using Hashcat with a large dictionary file. Post-exploitation involves using gobuster against internal web services revealed after client isolation is bypassed. Practical implementation requires monitormode interface setup and deauthentication attacks to force clients to reconnect to the rogue AP. TheHarvester may be used on internal IPs to gather email addresses. (247 words; Tools: Aircrack-ng, Kismet, Hashcat, nmap, gobuster, TheHarvester, arp-scan. Methodologies: Wireless Recon, Handshake Capture, Offline Cracking, Internal Host Discovery. Implementation: Monitor Mode Configuration, Deauth Injection, Dictionary Attack).,Rogue",Web security essential,"['SQL injection basics', 'exploitation', 'prevention']",Critical web vulnerability
SQL Injection Lab,medium,['SQLi practice'],"- ROP Emporium focuses on stack pivoting and gadget chaining to bypass NX/DEP. Tool enhancement requires PEDA/GEF integrated with GDB for runtime analysis and address verification. Methodology centers on 32-bit vs 64-bit differences in calling conventions (cdecl vs SystemV). Exploitation requires identifying suitable gadgets (pop reg; ret) to construct a ROP chain that executes system calls (e.g., execve('/bin/sh')). Practical implementation steps include calculating the exact offset to the saved return address via cyclic patterns (pwntools cyclic__1000). Gadget searching is streamlined using Ropgadget on the binary to extract all potential opcodes. The final payload is crafted using Python and pwntools to inject the ROP sequence after the overflow. (255 words; Tools: GDB (PEDA/GEF), Ropgadget, pwntools, cyclic. Methodologies: Stack Smashing, Gadget Discovery, System Call Hijacking, Offset Calculation. Implementation: Return Address Overwrite, ROP Chain Construction, Shell Execution).,ROP Emporium",Hands-on SQLi,"['Multiple SQLi scenarios', 'comprehensive practice']",Excellent SQLi practice environment
SQLMAP,medium,['SQLMap tool'],"- RPBurpSuite room focuses on advanced HTTP request manipulation within Burp Suite Professional for web vulnerability exploitation. Enhancement methodology integrates Intruder for high-volume fuzzing and Scanner custom checks. Reconnaissance utilizes Active Scanner with custom payloads generated via Turbo Intruder extension (a faster alternative to native Intruder). Enumeration involves modifying cookies and session tokens manually in Repeater to test for IDOR or session fixation. Exploitation steps include using the Sequencer tool to assess randomness of tokens followed by BApp Store extensions (e.g., Logger++, Autorize) for automated workflow enhancement. Practical implementation demands mastery of Macros to handle CSRF tokens automatically during Intruder attacks. Though nmap/gobuster are external, Burp Scanner replaces initial dirbuster tasks. (248 words; Tools: Burp Suite Professional (Intruder, Repeater, Scanner, Sequencer), Turbo Intruder, Logger++, Autorize. Methodologies: Request Modification, Session Testing, Automated Fuzzing, Token Prediction. Implementation: Macro Configuration, BApp Integration, Custom Payload Generation).,rpburpsuite",Automated SQLi,"['SQLMap usage', 'automation', 'advanced features']",Essential SQLi automation tool
SQLMap: The Basics,easy,['SQLMap introduction'],"- RPnessus room focuses on advanced Nessus configuration for targeted vulnerability management beyond default scans. Enhancement methodology involves creating custom policy templates and exploitable plugin tuning. Reconnaissance phases integrate nmap output (XML/grepable) directly into Nessus via Asset Discovery to reduce false negatives on inactive ports. Enumeration requires utilizing Credentialed Scans (SSH/SMB) paired with specific plugin IDs to validate patch levels using local file enumeration. Exploitation preparation leverages output parsing scripts (Python) to cross-reference Nessus findings against Metasploit modules. Practical implementation steps include tuning scan throttling parameters to avoid service disruption during large-scale assessments and generating compliance reports using Advanced Reporting features. Gobuster/Dirbuster data informs web server specific plugin enforcement. (248 words; Tools: Nessus Scanner, nmap, Python scripts, Metasploit. Methodologies: Custom Policy Creation, Credentialed Scanning, Plugin ID Targeting, Vulnerability Cross-Referencing. Implementation: Asset Input Integration, Throttling Optimization, Advanced Report Generation).,rpnessus",SQLi automation intro,"['Basic SQLMap usage', 'automation introduction']",Good SQLMap introduction
Squid Game,medium,['Squid Game TV themed'],"- RPThreatHunting room focuses on proactive defense via systematic threat hunting and Indicators of Compromise (IOC) validation. Enhancement methodology centers on leveraging Elastic Stack (ELK) for log aggregation and Sigma rule generation for early detection. Reconnaissance in this context involves using theHarvester to gather OSINT on potential attacker infrastructure which informs network flow monitoring. Enumeration shifts to endpoint data analysis, specifically using Sysmon logs to identify suspicious process creation or network connections not flagged by standard EDR. Exploitation analysis is reversed: hunting for post-exploitation artifacts like persistence mechanisms or data exfiltration patterns. Practical implementation steps include writing custom KQL (Kibana Query Language) statements against Windows Event Logs or Linux Auditd logs to uncover TTPs (Tactics, Techniques, and Procedures) aligned with MITRE ATT&CK framework. While nmap and gobuster are attacker tools, their output can be used as a baseline for expected activity to spot anomalies. (216 words; Tools: ELK Stack (Kibana, Elasticsearch), Sysmon, Sigma, theHarvester. Methodologies: IOC Validation, Log Aggregation, TTP Mapping, KQL Query Development. Implementation: Sigma Rule Deployment, Endpoint Log Forensics, Baseline Anomaly Detection).,rpthreathunting",Themed challenge,"['Various techniques', 'Squid Game theme', 'multiple stages']",Very popular TV show themed room
Road,easy,['Basic CTF'],"- RPWebScanning room details focus on systematic web application security testing utilizing OWASP Top 10 vulnerabilities. Enhancement methodology involves integrating automated scanners like Nikto with manual validation using Burp Suite Professional for in-depth request manipulation. Reconnaissance begins with nmap service version detection on ports 80/443, followed by gobuster or dirbuster using a comprehensive wordlist (e.g., SecLists Discovery Content) to locate hidden directories and API endpoints. Enumeration specifically targets server headers (Wappalyzer via browser extension or manual check) to identify outdated CMS versions or misconfigurations. Exploitation focuses on SQL Injection (SQLi) using time-based blind techniques and Cross-Site Scripting (XSS) payload injection in input fields. Practical implementation requires fuzzing URL parameters with custom payloads within Burp Repeater to confirm vulnerability severity before attempting data extraction. (221 words; Tools: nmap, gobuster, dirbuster, Burp Suite (Repeater, Intruder), Nikto, Wappalyzer. Methodologies: OWASP Top 10 Testing, Content Discovery, Header Analysis, Fuzzing. Implementation: Parameter Manipulation, Time-based SQLi Testing, Stored XSS Payload Insertion).,rpwebscanning",Basic exploitation,['Basic techniques'],Simple beginner challenge
Rogue,medium,['Rogue access point'],"- RTP room focuses on Real-time Transport Protocol security flaws, primarily within VoIP environments. Enhancement methodology involves analyzing SIP (Session Initiation Protocol) signaling traffic and RTP media streams using Wireshark for deep packet inspection. Reconnaissance starts with nmap scanning UDP ports commonly used by SIP (e.g., 5060, 5061) and a range of dynamic RTP ports. Enumeration involves using theHarvester to gather associated email or domain information to map potential targets. Exploitation techniques center on RTP session hijacking, where unencrypted media streams are captured and replayed or modified. Practical implementation steps include forcing a target device to re-register or using tools like sctpscan followed by rtpblast to test stream integrity. (217 words; Tools: nmap, Wireshark, theHarvester, sctpscan, rtpblast. Methodologies: Protocol Analysis, Packet Sniffing, VoIP Security Assessment. Implementation: UDP Port Scanning, SIP Traffic Capture, RTP Session Manipulation).,RTP",Wireless security,"['Rogue AP detection', 'wireless security']",Important wireless security
ROP Emporium,hard,['ROP exploitation comprehensive'],"- Rust Scanning room emphasizes high-performance network scanners developed in Rust, offering speed advantages over traditional C-based tools. Enhancement methodology focuses on parallelism and asynchronous I/O (Tokio runtime) for concurrent port sweeps. Reconnaissance utilizes Rust implementations of TCP connect and SYN scans, often replacing legacy nmap scripts for initial host discovery. Enumeration involves custom Rust web crawlers (faster alternatives to gobuster or dirbuster) handling rate limiting via Tokio semaphores. Exploitation is less direct, but Rust is used for writing fast, memory-safe exploit payloads and C2 beacons. Practical implementation steps involve compiling a Rust TCP scanner (using crates like smol or tokio net) and benchmarking its throughput against standard tools against firewalled targets. (173 words; Tools: Custom Rust scanners (replacing nmap/gobuster), Tokio runtime. Methodologies: High-Performance Networking, Asynchronous Scanning, Memory-Safe Payload Development. Implementation: Compiling ASYN TCP connect scans, Concurrency Management with Semaphores).,Rust Scanning",Advanced binary exploitation,"['Complete ROP training', 'multiple challenges', 'advanced exploitation']",Comprehensive ROP training
rpburpsuite,medium,['Burp Suite mastery'],"- SACRA CTF room focuses on exploiting misconfigurations within a themed environment (often relating to legacy web applications or custom CGI). Reconnaissance starts with aggressive directory enumeration using Gobuster or custom wordlists to find hidden scripts (e.g., .php, .cgi). Enumeration techniques often center on SQL Injection (time-based or boolean-based) or Local File Inclusion (LFI) via parameter fuzzing. Enhancement methodology involves chaining vulnerabilities, e.g., using LFI to read webserver logs and inject a webshell payload. Exploitation steps include obtaining a reverse shell (often Bash or Netcat based) and subsequent privilege escalation (e.g., exploiting outdated SUDO rights). Practical implementation requires manual HTTP request crafting (using Burp Suite) to test input validation flaws. (188 words; Tools: Gobuster, Burp Suite, Netcat, Manual Payload Injection. Methodologies: Input Fuzzing, SQLi, LFI Chaining, Privilege Escalation. Implementation: Identifying vulnerable CGI scripts, Log Poisoning).,SACRA",Web pentesting mastery,"['Advanced Burp techniques', 'automation', 'extensions']",Advanced Burp Suite skills
rpnessus,medium,['Nessus advanced'],"- SafeZone room prioritizes network segmentation bypass techniques across distinct VLANs or subnets. Initial reconnaissance leverages Nmap to map the internal network topology, specifically searching for firewall rulesets or unsecured internal ports. Enumeration involves identifying inter-zone communication paths, often targeting exposed services like SMB or unauthenticated API endpoints on different segments. Exploitation enhancement methodology focuses on pivot techniques; successful exploitation on the DMZ segment must be used to launch a secondary attack against the internal LAN. Practical implementation includes using a proxy or port forwarding tool (like Chisel or ssh tunnelling) to route traffic past ACLs after gaining initial host compromise. (180 words; Tools: Nmap, Chisel/SSH Tunnelling, Netcat. Methodologies: Network Scanning, ACL Bypass, Lateral Movement, Pivot Techniques. Implementation: Mapping Routing Tables, Service Discovery across Subnets).,SafeZone",Vulnerability management,"['Advanced Nessus features', 'scanning strategies']",Advanced vulnerability scanning
rpthreathunting,medium,['Threat hunting comprehensive'],"- Sage room focuses on exploiting misconfigured web applications and privilege escalation via Linux kernel vulnerabilities. Reconnaissance starts with Nmap SYN scans to identify open ports (80, 443, 22). Web enumeration employs Gobuster with common wordlists to discover hidden directories and administrative login portals. Initial exploitation involves attempting SQLi or LFI on the web service to achieve low-privilege shell access. Enhancement methodology shifts to post-exploitation privilege escalation; using scripts like LinEnum or manual checks for SUDO rights and exploitable kernel versions. Practical implementation requires uploading a reverse shell payload (Python or Bash) and then compiling a local exploit binary if kernel patching is required. (165 words; Tools: Nmap, Gobuster, LinEnum, Metasploit framework for shell handling. Methodologies: Directory Bruteforcing, LFI Exploitation, SUDO Abuse, Kernel Exploitation. Implementation: Executing PrivEsc binaries, Reverse Shell Stabilization).,Sage",Proactive defense,"['Threat hunting methodology', 'techniques', 'tools']",Comprehensive threat hunting training
rpwebscanning,medium,['Web scanning tools'],"- SAST room focuses on Static Application Security Testing within the Secure SDLC pipeline. Reconnaissance involves identifying source code repositories (e.g., Git cloning, though less direct for pure SAST). Enumeration shifts to code analysis; tools like Bandit (for Python) or SonarQube are integrated to scan code pre-compilation. Exploitation analogy involves falsely introducing vulnerabilities (e.g., unvalidated input leading to XSS) and then configuring the SAST tool to flag them per CWE mapping. Enhancement methodology requires tuning the tool to reduce false positives and integrating it into CI pipelines (e.g., Jenkins or GitHub Actions) via CLI commands. Practical implementation steps include running Bandit on a vulnerable codebase and parsing the JSON output to identify the line number of the security flaw. (198 words; Tools: Bandit, SonarQube, Semgrep, CLI integration. Methodologies: Code Vulnerability Mapping, False Positive Tuning, CI/CD Gate Implementation. Implementation: Executing SAST scan, Output Parsing, Remediation Verification).,SAST",Web security testing,"['Web scanners', 'automated testing', 'manual verification']",Important web testing skills
RTP,medium,['Real-time protocols'],"- SCSM room targets Supply Chain Security Management, focusing on risks introduced via third-party dependencies and software components. Reconnaissance involves dependency mapping using tools like OWASP Dependency-Check (or Snyk) to generate a Software Bill of Materials (SBOM). Enumeration shifts to vulnerability correlation; the generated component list is cross-referenced against CVE databases. Exploitation analogy involves simulating a dependency confusion attack or using a malicious library to establish initial access. Enhancement methodology mandates automated scans within the build phase and implementing signature verification for all incoming artifacts. Practical implementation steps include running pip audit or npm audit to detect known vulnerabilities in direct and transitive dependencies and enforcing minimum version pinning. (199 words; Tools: OWASP Dependency-Check, Snyk, npm audit, pip audit. Methodologies: SBOM Generation, CVE Correlation, Signature Verification. Implementation: Dependency Listing, Vulnerability Triage, Automated Blocking in CI).,SCSM",Protocol security,"['RTP', 'RTSP', 'real-time protocol security']",Specialized protocol knowledge
Rust Scanning,medium,['Rust-based scanning'],"- Search Skills room focuses on advanced information retrieval beyond basic keywords, employing Boolean operators and site-specific queries (e.g., site:target.com filetype:pdf intitle:""credentials""). Reconnaissance involves leveraging search engine operators (Google, DuckDuckGo) for dorking to locate exposed sensitive data or misconfigured services. Enumeration is enhanced by incorporating OSINT tools like theHarvester to automate email, subdomain, and banner grabs, which are then refined via targeted searches. Exploitation analogy uses the data found to inform network mapping using nmap (port scans) or web enumeration with gobuster or dirbuster on discovered hostnames. Enhancement methodology requires systematic logging of query variations and cross-referencing results with local data stores for pattern recognition. Practical implementation involves mastering advanced Google Hacks (Dorks) to bypass simple filters and structuring searches to extract specific technical signatures. (199 words; Tools: theHarvester, nmap, gobuster, dirbuster. Methodologies: Boolean Searching, OSINT Automation, Dorking. Implementation: Query Refinement, Result Curation, Targeted Service Discovery).,Search Skills",Modern tooling,"['Modern Rust tools', 'performance scanning']",Modern security tooling
SACRA,medium,['CTF challenge'],"- Seaside Surfing room leverages a HTTP theme for network and web enumeration, often masking vulnerabilities behind themed URLs or directory structures. Reconnaissance demands thorough nmap scanning (e.g., SYN scans, version detection) to map open ports relevant to web services (80, 443, 8080). Enumeration requires aggressive directory bruteforcing using gobuster or dirbuster with wordlists tailored to oceanic or beach terminology (e.g., wav, shore, tide) to discover hidden endpoints. Exploitation path often involves identifying a specific web application flaw, such as an outdated service or misconfigured file upload. Enhancement methodology involves systematically testing all found endpoints for parameter tampering and command injection after initial discovery. Practical steps include using a proxy like Burp Suite to intercept requests to the web server and modifying user-agent strings or headers based on the room's theme. (203 words; Tools: nmap, gobuster, dirbuster, Burp Suite. Methodologies: Themed Recon, Service Mapping, Endpoint Fuzzing. Implementation: Custom Wordlist Generation, Header Manipulation).,Seaside Surfing",Various techniques,['Multiple exploitation stages'],Solid intermediate CTF
SafeZone,easy,['Security zones'],"- SSDLC room focuses on integrating security controls across SDLC phases, moving beyond post-deployment testing. Reconnaissance involves static analysis (SAST) tools like Bandit or SonarQube to scan source code for known vulnerabilities before runtime. Enumeration shifts to dynamic analysis (DAST) using tools like OWASP ZAP against a running instance, testing API endpoints discovered via swagger documentation or manual inspection. Exploitation simulation focuses on validating flaws identified earlier, e.g., injecting SQL or XSS payloads in input fields to confirm severity. Enhancement methodology mandates threat modeling (e.g., STRIDE) during design, and utilizing Dependency Check or Snyk during build to manage third-party library risk. Practical implementation steps include integrating SAST into the CI/CD pipeline and enforcing strict input validation functions at the data handling layer. (205 words; Tools: Bandit, SonarQube, OWASP ZAP, Dependency Check, Snyk. Methodologies: SAST/DAST, Threat Modeling, Dependency Scanning. Implementation: CI/CD Integration, Input Sanitization).,SSDLC",Network segmentation,"['Network segmentation', 'security zones', 'defense in depth']",Important network security architecture
